Ticker,Company Name,Market Cap,P/E Ratio,Dividend Yield,Sector,Industry,Currency,Market Cap USD,Market
HDFCBANK.NS,HDFC Bank Limited,12940279283712.0,18.920582,0.0119,Financial Services,Banks - Regional,INR,149443114490.26447,NIFTY 50
HDFCLIFE.NS,HDFC Life Insurance Company Limited,1364855750656.0,78.193596,0.0033000002,Financial Services,Insurance - Life,INR,15762279139.11537,NIFTY 50
HEROMOTOCO.NS,Hero MotoCorp Limited,835559948288.0,20.234415,0.025,Consumer Cyclical,Auto Manufacturers,INR,9649612522.09262,NIFTY 50
HINDALCO.NS,Hindalco Industries Limited,1314679554048.0,10.473008,0.006,Basic Materials,Aluminum,INR,15182810417.4616,NIFTY 50
HINDUNILVR.NS,Hindustan Unilever Limited,5660176547840.0,52.627266,0.0184,Consumer Defensive,Household & Personal Products,INR,65367554542.55688,NIFTY 50
ICICIBANK.NS,ICICI Bank Limited,8865653456896.0,18.305876,0.0083,Financial Services,Banks - Regional,INR,102386574164.40697,NIFTY 50
INDUSINDBK.NS,IndusInd Bank Limited,745591734272.0,9.149617,0.0174,Financial Services,Banks - Regional,INR,8610598617.29992,NIFTY 50
INFY.NS,Infosys Limited,7704080285696.0,27.236052,0.021300001,Technology,Information Technology Services,INR,88971940012.65735,NIFTY 50
ITC.NS,ITC Limited,5457603723264.0,26.565165,0.0346,Consumer Defensive,Tobacco,INR,63028106285.5295,NIFTY 50
JSWSTEEL.NS,JSW Steel Limited,2320387801088.0,70.433334,0.007900001,Basic Materials,Steel,INR,26797410799.02991,NIFTY 50
KOTAKBANK.NS,Kotak Mahindra Bank Limited,3780505239552.0,16.983744,0.0011,Financial Services,Banks - Regional,INR,43659836465.55029,NIFTY 50
LT.NS,Larsen & Toubro Limited,4704250626048.0,34.79404,0.0081,Industrials,Engineering & Construction,INR,54327874189.25973,NIFTY 50
M&M.NS,Mahindra & Mahindra Limited,3563303469056.0,29.367958,0.0072000003,Consumer Cyclical,Auto Manufacturers,INR,41151443227.34727,NIFTY 50
MARUTI.NS,Maruti Suzuki India Limited,3772836216832.0,25.954363,0.010299999,Consumer Cyclical,Auto Manufacturers,INR,43571269394.06398,NIFTY 50
NESTLEIND.NS,Nestlé India Limited,2137873580032.0,72.10895,0.0148,Consumer Defensive,Packaged Foods,INR,24689612888.693844,NIFTY 50
NTPC.NS,NTPC Limited,3132024422400.0,15.072329,0.0348,Utilities,Utilities - Regulated Electric,INR,36170740528.929436,NIFTY 50
ONGC.NS,Oil and Natural Gas Corporation Limited,3229614604288.0,7.855569,0.0726,Energy,Oil & Gas Integrated,INR,37297778083.93579,NIFTY 50
POWERGRID.NS,Power Grid Corporation of India Limited,2746932264960.0,17.60131,0.0547,Utilities,Utilities - Regulated Electric,INR,31723435326.943066,NIFTY 50
RELIANCE.NS,Reliance Industries Limited,16956774154240.0,24.497557,0.004,Energy,Oil & Gas Refining & Marketing,INR,195828319138.93057,NIFTY 50
SBILIFE.NS,SBI Life Insurance Company Limited,1476538138624.0,61.116184,0.0018000001,Financial Services,Insurance - Life,INR,17052063039.889132,NIFTY 50
SHRIRAMFIN.NS,Shriram Finance Limited,1012160135168.0,13.037054,0.0215,Financial Services,Credit Services,INR,11689111157.962812,NIFTY 50
SBIN.NS,State Bank of India,6805914648576.0,9.512286,0.018099999,Financial Services,Banks - Regional,INR,78599314569.53459,NIFTY 50
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,4172674760704.0,37.675476,0.0078,Healthcare,Drug Manufacturers - Specialty & Generic,INR,48188875859.845245,NIFTY 50
TCS.NS,Tata Consultancy Services Limited,14834349375488.0,30.397758,0.0097,Technology,Information Technology Services,INR,171317119476.7063,NIFTY 50
TATACONSUM.NS,Tata Consumer Products Limited,956510044160.0,81.16709,0.008,Consumer Defensive,Packaged Foods,INR,11046426194.248758,NIFTY 50
TATAMOTORS.NS,Tata Motors Limited,2565188354048.0,8.045837,0.0041,Consumer Cyclical,Auto Manufacturers,INR,29624533480.170918,NIFTY 50
TATASTEEL.NS,Tata Steel Limited,1635302375424.0,59.330315,0.0277,Basic Materials,Steel,INR,18885580037.232937,NIFTY 50
TECHM.NS,Tech Mahindra Limited,1477370445824.0,39.57583,0.0255,Technology,Information Technology Services,INR,17061675087.469685,NIFTY 50
TITAN.NS,Titan Company Limited,2987922292736.0,91.68208,0.0033000002,Consumer Cyclical,Luxury Goods,INR,34506551480.95623,NIFTY 50
TRENT.NS,Trent Limited,1968683483136.0,108.21127,0.00059999997,Consumer Cyclical,Apparel Retail,INR,22735690993.60203,NIFTY 50
ULTRACEMCO.NS,UltraTech Cement Limited,3307995922432.0,53.17245,0.0064999997,Basic Materials,Building Materials,INR,38202978663.032684,NIFTY 50
WIPRO.NS,Wipro Limited,3231583830016.0,26.097973,0.0017,Technology,Information Technology Services,INR,37320520037.14055,NIFTY 50
